key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-395285051,Adaptation of a tropical butterfly to a temperate climate,2018,2,,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,"[""0024-4066"", ""1095-8312     J9  - BIOL J LINN SOC     JI  - Biol. J. Linnean Soc.""]",123,2,279-289,"Nokelainen, O and van Bergen, E and Ripley, BS and Brakefield, PM",,English,,"[""Univ Cambridge, Dept Zool, Downing St, Cambridge CB2 3EJ, England"", ""Univ Jyvaskyla, Dept Biol & Environm Sci, POB 35, Jyvaskyla 40014, Finland"", ""Inst Gulbenkian Ciencias, Rua Quinta Grande 6, P-2780 Oeiras, Portugal"", ""Rhodes Univ, Dept Bot, POB 94, ZA-6140 Grahamstown, South Africa""]",,Times Cited in Web of Science Core Collection:  6     Total Times Cited:  6     Cited Reference Count:  40,10.1093/biolinnean/blx145     WE  - Science Citation Index Expanded (SCI-EXPANDED),Bicyclus safitza;developmental plasticity;geographical variation;local adaptation;phenology;seasonal polyphenism;BICYCLUS BUTTERFLIES;EVOLUTIONARY SIGNIFICANCE;DEVELOPMENTAL PLASTICITY;REACTION NORMS;EYESPOT SIZE;WATER-LOSS;INSECTS;POLYPHENISM;SELECTION;PATTERNS,,
rayyan-395285057,Transcriptomics of monarch butterflies (Danaus plexippus) reveals that toxic host plants alter expression of detoxification genes and down-regulate a small number of immune genes,2019,11,,MOLECULAR ECOLOGY,"[""0962-1083"", ""1365-294X     J9  - MOL ECOL     JI  - Mol. Ecol.""]",28,22,4845-4863,"Tan, WH and Acevedo, T and Harris, EV and Alcaide, TY and Walters, JR and Hunter, MD and Gerardo, NM and de Roode, JC",,English,,"[""Emory Univ, Dept Biol, Atlanta, GA 30322 USA"", ""Penn State Univ, Dept Ecosyst Sci & Management, State Coll, PA USA"", ""Univ Kansas, Dept Ecol & Evolutionary Biol, Lawrence, KS 66045 USA"", ""Univ Michigan, Dept Ecol & Evolutionary Biol, Ann Arbor, MI 48109 USA""]",,Times Cited in Web of Science Core Collection:  21     Total Times Cited:  21     Cited Reference Count:  93,10.1111/mec.15219,"Asclepias;cardenolides;immunity;Lepidoptera;RNA-Seq;secondary metabolites;SEQUESTERED IRIDOID GLYCOSIDES;ANOPHELES;PARASITE;DEFENSE;INSECT;TRANSMISSION;VIRULENCE;LARVAE;CARDENOLIDE;CHEMISTRY;Transcriptome;Genes, Regulator",,
rayyan-395285061,Chromosome-level reference genome assembly and gene editing of the dead-leaf butterfly Kallima inachus,2020,7,,MOLECULAR ECOLOGY RESOURCES,"[""1755-098X"", ""1755-0998     J9  - MOL ECOL RESOUR     JI  - Mol. Ecol. Resour.""]",20,4,1080-1092,"Yang, J and Wan, WT and Xie, M and Mao, JL and Dong, ZW and Lu, SH and He, JW and Xie, FA and Liu, GC and Dai, XL and Chang, Z and Zhao, RP and Zhang, R and Wang, ST and Zhang, YM and Zhang, W and Wang, W and Li, XY",,English,,"[""Northwestern Polytech Univ, Sch Ecol & Environm, Xian 710072, Peoples R China"", ""Chinese Acad Sci, Kunming Inst Zool, State Key Lab Genet Resources & Evolut, Kunming, Yunnan, Peoples R China"", ""Sichuan Agr Univ, Coll Life Sci, Yaan, Peoples R China"", ""Zhejiang Ocean Univ, Sch Marine Sci & Technol, Zhoushan, Peoples R China"", ""Northwest A&F Univ, Coll Anim Sci & Technol, Key Lab Anim Genet Breeding & Reprod Shaanxi Prov, Yangling, Shaanxi, Peoples R China"", ""Peking Univ, Peking Tsinghua Ctr Life Sci, Beijing, Peoples R China"", ""Peking Univ, Peking Tsinghua Ctr Life Sci, State Key Lab Prot & Plant Gene Res, Beijing 100871, Peoples R China"", ""Peking Univ, Sch Life Sci, Beijing 100871, Peoples R China"", ""Ctr Excellence Anim Evolut & Genet, Kunming, Yunnan, Peoples R China""]",,Times Cited in Web of Science Core Collection:  13     Total Times Cited:  13     Cited Reference Count:  102,10.1111/1755-0998.13185,chromosome-level genome assembly;gene editing;Kallima inachus;masquerade;protective resemblance;HI-C;SEX-CHROMOSOME;EVOLUTION;SEQUENCE;LEPIDOPTERA;ANNOTATION;ALIGNMENT;IDENTIFICATION;PREDICTION;PROTEIN;Genome;Genomics,,
rayyan-395285065,Complex basis of hybrid female sterility and Haldane's rule in Heliconius butterflies: Z-linkage and epistasis,2022,2,,MOLECULAR ECOLOGY,"[""0962-1083"", ""1365-294X     J9  - MOL ECOL     JI  - Mol. Ecol.""]",31,3,959-977,"Rosser, N and Edelman, NB and Queste, LM and Nelson, M and Seixas, F and Dasmahapatra, KK and Mallet, J",,English,,"[""Harvard Univ, Dept Organism & Evolutionary Biol, Cambridge, MA 02138 USA"", ""Univ York, Dept Biol, York, N Yorkshire, England"", ""Yale Univ, Yale Inst Biospher Studies, New Haven, CT USA"", ""Yale Univ, Yale Sch Environm, New Haven, CT USA""]",,Times Cited in Web of Science Core Collection:  2     Total Times Cited:  2     Cited Reference Count:  114,10.1111/mec.16272,"Dobzhansky-Muller incompatibilities;Haldane's rule;hybrid sterility;lepidoptera;speciation;ZW sex determination;REPRODUCTIVE ISOLATION;POSTZYGOTIC ISOLATION;DROSOPHILA-MELANOGASTER;SPECIATION GENETICS;TRAILER-HITCH;EVOLUTION;DYSGENESIS;GENES;FRAMEWORK;PATTERNS;Sterilization, Reproductive;Infertility, Female",,
rayyan-395285072,Alternative developmental and transcriptomic responses to host plant water limitation in a butterfly metapopulation,2022,11,,MOLECULAR ECOLOGY,"[""0962-1083"", ""1365-294X     J9  - MOL ECOL     JI  - Mol. Ecol.""]",31,22,5666-5683,"Kahilainen, A and Oostra, V and Somervuo, P and Minard, G and Saastamoinen, M",,English,,"[""Univ Helsinki, Organismal & Evolutionary Biol Res Programme, POB 65, FIN-00014 Helsinki, Finland"", ""Univ Liverpool, Dept Evolut Ecol & Behav, Crown St, Liverpool L69 7ZB, Merseyside, England"", ""Univ Lyon, Univ Claude Bernard Lyon 1, UMR Ecol Microbienne, VetAgro Sup,CNRS,INRAe, Villeurbanne, France"", ""Univ Helsinki, Helsinki Inst Life Sci, Helsinki, Finland""]",,Times Cited in Web of Science Core Collection:  3     Total Times Cited:  3     Cited Reference Count:  125,10.1111/mec.16178,insects;lepidoptera;life-history evolution;phenotypic plasticity;species interactions;transcriptomics;DIFFERENTIAL EXPRESSION ANALYSIS;IRIDOID GLYCOSIDE CONTENT;RICE STEM BORER;CLIMATE-CHANGE;GENE-EXPRESSION;LIFE-HISTORY;ECOLOGICAL CONSEQUENCES;PHENOTYPIC PLASTICITY;METABOLOMIC ANALYSIS;HERBIVOROUS INSECTS;Transcriptome,,
rayyan-395285075,Genetic variation underlying local adaptation of diapause induction along a cline in a butterfly,2018,9,,MOLECULAR ECOLOGY,"[""0962-1083"", ""1365-294X     J9  - MOL ECOL     JI  - Mol. Ecol.""]",27,18,3613-3626,"Pruisscher, P and Nylin, S and Gotthard, K and Wheat, CW",,English,,"Stockholm Univ, Dept Zool, Stockholm, Sweden",,Times Cited in Web of Science Core Collection:  27     Total Times Cited:  27     Cited Reference Count:  78,10.1111/mec.14829     WE  - Science Citation Index Expanded (SCI-EXPANDED),adaptation;crosses;diapause induction;ecological genetics;Lepidoptera;selection dynamics;PITCHER-PLANT MOSQUITO;ALTERNATIVE DEVELOPMENTAL PATHWAYS;CONTROLLING LARVAL DIAPAUSE;DISTINCT VOLTINE ECOTYPES;SEX-LINKED DIAPAUSE;PHOTOPERIODIC RESPONSE;DROSOPHILA-MELANOGASTER;WYEOMYIA-SMITHII;GEOGRAPHIC-VARIATION;OSTRINIA FURNACALIS;Genetic Variation,,
rayyan-395285076,Gene expression profiling across ontogenetic stages in the wood white (Leptidea sinapis) reveals pathways linked to butterfly diapause regulation,2018,2,,MOLECULAR ECOLOGY,"[""0962-1083"", ""1365-294X     J9  - MOL ECOL     JI  - Mol. Ecol.""]",27,4,935-948,"Leal, L and Talla, V and Kallman, T and Friberg, M and Wiklund, C and Dinca, V and Vila, R and Backstrom, N",,English,,"[""Uppsala Univ, Dept Evolutionary Biol, EBC, Uppsala, Sweden"", ""Uppsala Univ, Dept Plant Ecol & Evolut, EBC, Uppsala, Sweden"", ""Uppsala Biomed Ctr BMC, Dept Med Biochem & Microbiol, Uppsala, Sweden"", ""Lund Univ, Biodivers Unit, Dept Biol, Lund, Sweden"", ""Stockholm Univ, Div Ecol, Dept Zool, Stockholm, Sweden"", ""Univ Oulu, Dept Ecol & Genet, Oulu, Finland"", ""Inst Biol Evolut CSIC UPF, Barcelona, Spain""]",,Times Cited in Web of Science Core Collection:  9     Total Times Cited:  9     Cited Reference Count:  103,10.1111/mec.14501     WE  - Science Citation Index Expanded (SCI-EXPANDED),developmental plasticity;diapause;gene expression;hour-glass model;Lepidoptera;monoamine neurotransmitter;PHOTOPERIODIC TIME MEASUREMENT;FAT-BODY;CLIMATIC ADAPTATION;DROSOPHILA;RNA;INDUCTION;MELATONIN;METABOLISM;MECHANISMS;SPECIATION;Gene Expression Profiling;Transcriptome;Gene Expression,,
rayyan-395285086,Linking large-scale genetic structure of three Argynnini butterfly species to geography and environment,2022,8,,MOLECULAR ECOLOGY,"[""0962-1083"", ""1365-294X     J9  - MOL ECOL     JI  - Mol. Ecol.""]",31,16,4381-4401,"Polic, D and Yildirim, Y and Lee, KM and Franzen, M and Mutanen, M and Vila, R and Forsman, A",,English,,"[""Linnaeus Univ, Dept Biol & Environm Sci, Kalmar, Sweden"", ""Uppsala Univ, Dept Ecol & Genet, Uppsala, Sweden"", ""Univ Oulu, Ecol & Genet Res Unit, Oulu, Finland"", ""Univ Helsinki, Zool Unit, Finnish Museum Nat Hist, Helsinki, Finland"", ""Univ Pompeu Fabra, CSIC, Inst Biol Evolut, Barcelona, Spain""]",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  136,10.1111/mec.16594,COI-sequencing;ddRAD-sequencing;evolution;mitonuclear discordance;phylogeography;Pleistocene;COMPARATIVE PHYLOGEOGRAPHY;MITOCHONDRIAL-DNA;LIFE-HISTORY;SEQUENCE POLYMORPHISM;CLIMATIC OSCILLATIONS;POPULATION-STRUCTURE;NUCLEAR DISCORDANCE;GLACIAL REFUGIA;LEPIDOPTERA;DIVERSITY;Geography,,
rayyan-395285091,"Draft genome of an iconic Red Sea reef fish, the blacktail butterflyfish (Chaetodon austriacus): current status and its characteristics",2018,3,,MOLECULAR ECOLOGY RESOURCES,"[""1755-098X"", ""1755-0998     J9  - MOL ECOL RESOUR     JI  - Mol. Ecol. Resour.""]",18,2,347-355,"DiBattista, JD and Wang, X and Saenz-Agudelo, P and Piatek, MJ and Aranda, M and Berumen, ML",,English,,"[""King Abdullah Univ Sci & Technol, Red Sea Res Ctr, Div Biol & Environm Sci & Engn, Thuwal 23955, Saudi Arabia"", ""Curtin Univ, Dept Environm & Agr, POB U1987, Perth, WA 6845, Australia"", ""Univ Austral Chile, Inst Ciencias Ambientales & Evolut, Valdivia 5090000, Chile"", ""King Abdullah Univ Sci & Technol, Computat Biosci Res Ctr, Thuwal 23955, Saudi Arabia""]",,Times Cited in Web of Science Core Collection:  4     Total Times Cited:  4     Cited Reference Count:  68,10.1111/1755-0998.12588     WE  - Science Citation Index Expanded (SCI-EXPANDED),adaptation;aquarium trade;bony fish;endemism;genomics;Indo-Pacific;DE-NOVO IDENTIFICATION;CORAL-FEEDING FISHES;ENVIRONMENTAL GRADIENTS;PROVIDES INSIGHTS;EVOLUTION;SEQUENCE;DIVERSITY;FAMILIES;GENETICS;DATABASE;Genome;Genomics,,
rayyan-395285103,World travellers: phylogeny and biogeography of the butterfly genus Leptotes (Lepidoptera: Lycaenidae),2019,7,,SYSTEMATIC ENTOMOLOGY,"[""0307-6970"", ""1365-3113     J9  - SYST ENTOMOL     JI  - Syst. Entomol.""]",44,3,652-665,"Fric, ZF and Maresova, J and Kadlec, T and Tropek, R and Pyrcz, TW and Wiemers, M",,English,,"[""Czech Acad Sci, Inst Entomol, Ctr Biol, Branisovska 31, CZ-37005 Ceske Budejovice, Czech Republic"", ""Univ South Bohemia, Fac Sci, Ceske Budejovice, Czech Republic"", ""Czech Univ Life Sci Prague, Fac Environm Sci, Prague, Suchdol, Czech Republic"", ""Charles Univ Prague, Dept Ecol, Fac Sci, Prague, Czech Republic"", ""Jagiellonian Univ, Inst Zool & Biomed Res, Dept Entomol, Krakow, Poland"", ""Jagiellonian Univ, Nat Educ Ctr, Krakow, Poland"", ""UFZ Helmholtz Ctr Environm Res, Dept Community Ecol, Halle, Germany""]",,Times Cited in Web of Science Core Collection:  6     Total Times Cited:  7     Cited Reference Count:  68,10.1111/syen.12349     WE  - Science Citation Index Expanded (SCI-EXPANDED),HISTORICAL BIOGEOGRAPHY;CANARY-ISLANDS;GRAN-CANARIA;NYMPHALIDAE;DIVERSIFICATION;DISPERSAL;AFRICA;HYPOTHESIS;EVOLUTION;MODELS;Travel,,
rayyan-395285118,Single nucleotide polymorphism-based species phylogeny of greater fritillary butterflies (Lepidoptera: Nymphalidae: Speyeria) demonstrates widespread mitonuclear discordance,2020,4,,SYSTEMATIC ENTOMOLOGY,"[""0307-6970"", ""1365-3113     J9  - SYST ENTOMOL     JI  - Syst. Entomol.""]",45,2,269-280,"Campbell, EO and Gage, EV and Gage, RV and Sperling, FAH",,English,,"[""Univ Alberta, Biosciences Centre, Dept Biological Sciences, Edmonton, AB, Canada"", ""Texas Museum Entomol, Pipe Creek, TX USA"", ""Colorado Springs, Colorado Springs, CO USA"", ""Univ Alberta, CW405 Biosciences Centre, Dept Biological Sciences, Erin, Edmonton, AB, Canada""]",,Times Cited in Web of Science Core Collection:  16     Total Times Cited:  16     Cited Reference Count:  75,10.1111/syen.12393     WE  - Science Citation Index Expanded (SCI-EXPANDED),"POPULATION-STRUCTURE;INFERENCE;MITOCHONDRIAL;HYBRIDIZATION;NUCLEAR;CHOICE;TREE;Polymorphism, Single Nucleotide",,
rayyan-395285120,The unresolved phylogenomic tree of butterflies and moths (Lepidoptera): Assessing the potential causes and consequences,,,,SYSTEMATIC ENTOMOLOGY,"[""0307-6970"", ""1365-3113     J9  - SYST ENTOMOL     JI  - Syst. Entomol.""]",,,,"Rota, J and Twort, V and Chiocchio, A and Pena, C and Wheat, CW and Kaila, L and Wahlberg, N",,English,,"[""Lund Univ, Dept Biol, Biol Museum, Solvegatan 37, S-22362 Lund, Sweden"", ""Lund Univ, Dept Biol, Biodivers Unit, Lund, Sweden"", ""Univ Helsinki, Finnish Museum Nat Hist, Helsinki, Finland"", ""Univ Tuscia, Dept Ecol & Biol Sci, Viterbo, Italy"", ""Univ Nacl Mayor San Marcos, Museo Hist Nat, Lima, Peru"", ""Stockholm Univ, Dept Zool, Stockholm, Sweden""]",,Times Cited in Web of Science Core Collection:  2     Total Times Cited:  2     Cited Reference Count:  88,10.1111/syen.12545,amino acids;Ditrysia;Lepidoptera;model violation;nucleotides;phylogenetic inference;phylogenomics;AMINO-ACID;GELECHIOIDEA LEPIDOPTERA;ALIGNMENT;PROTEIN;MODEL;CODON;DNA;RECONSTRUCTION;PERFORMANCE;GENOMES,,
rayyan-395285132,The Dryas iulia Genome SupportsMultiple Gains of a W Chromosome from a B Chromosome in Butterflies,2021,7,,GENOME BIOLOGY AND EVOLUTION,1759-6653     J9  - GENOME BIOL EVOL     JI  - Genome Biol. Evol.,13,7,,"Lewis, JJ and Cicconardi, F and Martin, SH and Reed, RD and Danko, CG and Montgomery, SH",,English,,"[""Cornell Univ, Baker Inst Anim Hlth, Ithaca, NY 14853 USA"", ""Cornell Univ, Dept Ecol & Evolutionary Biol, Ithaca, NY 14853 USA"", ""Univ Bristol, Sch Biol Sci, Bristol, Avon, England"", ""Univ Cambridge, Dept Zool, Cambridge, England"", ""Univ Edinburgh, Inst Evolutionary Biol, Edinburgh, Midlothian, Scotland""]",,Times Cited in Web of Science Core Collection:  5     Total Times Cited:  5     Cited Reference Count:  70,10.1093/gbe/evab128,sex chromosome evolution;butterfly genome;B chromosome;SEX-CHROMOSOMES;Y-CHROMOSOME;NATURAL-POPULATIONS;EVOLUTION;DNA;LEPIDOPTERA;ANNOTATION;DIVERSITY;CHROMATIN;SELECTION;Genomics,,
rayyan-395285140,Simultaneous TE Analysis of 19 Heliconiine Butterflies Yields Novel Insights into Rapid TE-Based Genome Diversification and Multiple SINE Births and Deaths,2019,8,,GENOME BIOLOGY AND EVOLUTION,1759-6653     J9  - GENOME BIOL EVOL     JI  - Genome Biol. Evol.,11,8,2162-2177,"Ray, DA and Grimshaw, JR and Halsey, MK and Korstian, J and Osmanski, AB and Sullivan, KAM and Wolf, KA and Reddy, H and Foley, N and Stevens, RD and Knisbacher, BA and Levy, O and Counterman, B and Edelman, NB and Mallet, J",,English,,"[""Texas Tech Univ, Dept Biol Sci, Lubbock, TX 79409 USA"", ""Texas Tech Univ, Dept Nat Resources Management, Lubbock, TX 79409 USA"", ""Bar Ilan Univ, Mina & Everard Goodman Fac Life Sci, Ramat Gan, Israel"", ""Bar Ilan Univ, Dept Phys, Ramat Gan, Israel"", ""Mississippi State Univ, Dept Biol Sci, Mississippi State, MS 39762 USA"", ""Harvard Univ, Dept Organism & Evolutionary Biol, Cambridge, MA 02138 USA"", ""Texas A&M Univ, Coll Vet Med, Dept Vet Integrat Biosci, College Stn, TX 77843 USA"", ""Broad Inst MIT & Harvard, Cambridge, MA USA""]",,Times Cited in Web of Science Core Collection:  13     Total Times Cited:  13     Cited Reference Count:  87,10.1093/gbe/evz125     WE  - Science Citation Index Expanded (SCI-EXPANDED),evolution;transposable elements;butterflies;TRANSPOSABLE ELEMENTS;ADAPTIVE RADIATION;EVOLUTION;ALIGNMENT;DIVERGENCE;SIZE;EPIGENETICS;SPECIATION;ADAPTATION;FRAMEWORK;Genome;Genomics,,
rayyan-395285144,Conservation and flexibility in the gene regulatory landscape of heliconiine butterfly wings,2019,7,16,EVODEVO,2041-9139     J9  - EVODEVO     JI  - EvoDevo,10,,,"Hanly, JJ and Wallbank, RWR and McMillan, WO and Jiggins, CD",,English,,"[""Univ Cambridge, Dept Zool, Downing St, Cambridge CB2 3EJ, England"", ""Smithsonian Trop Res Inst, Gamboa, Panama"", ""George Washington Univ, Biol Sci, Washington, DC 20052 USA""]",,Times Cited in Web of Science Core Collection:  12     Total Times Cited:  12     Cited Reference Count:  68,10.1186/s13227-019-0127-4     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Cis-regulation;Heliconius;Butterfly;Transcription factor;Homothorax;Gene expression;Wnt signaling;Transcriptomics;PATTERN-FORMATION;MORPHOGEN GRADIENT;EVOLUTION;DROSOPHILA;WINGLESS;EXPRESSION;PROTEIN;COLOR;RECEPTOR;MIMICRY;Genes, Regulator",,
rayyan-395285182,Differentiation of the Chestnut Tiger Butterfly Parantica sita (Lepidoptera: Nymphalidae: Danainae) in China,2022,3,14,FRONTIERS IN ECOLOGY AND EVOLUTION,2296-701X     J9  - FRONT ECOL EVOL     JI  - Front. Ecol. Evol.,10,,,"Hu, P and Lu, LZ and Hu, SJ and Da, W and Huang, CL and Zhang, HH and Wang, D and Zhang, YF and Xu, YQ and Wang, RJ",,English,,"[""Peking Univ, Sch Life Sci, Beijing, Peoples R China"", ""Chinese Acad Sci, Kunming Inst Zool, Kunming, Yunnan, Peoples R China"", ""Yunnan Univ, Yunnan Key Lab Int Rivers & Transboundary Ecosecu, Kunming, Yunnan, Peoples R China"", ""Yunnan Univ, Inst Int Rivers & Ecosecur, Kunming, Yunnan, Peoples R China"", ""Tibet Plateau Inst Biol, Lhasa, Peoples R China"", ""Minjiang Univ, Inst Oceanog, Fuzhou, Peoples R China"", ""Yunnan Univ, Sch Agr, Kunming, Yunnan, Peoples R China"", ""Peking Univ, Inst Ecol, Beijing, Peoples R China""]",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  52,10.3389/fevo.2022.846499     WE  - Science Citation Index Expanded (SCI-EXPANDED),male genitalia;speciation;biogeography;COI sequence;microsatellite;genetic differentiation;ARC-CONTINENT COLLISION;POPULATION-STRUCTURE;COMPUTER-PROGRAM;TIBETAN PLATEAU;UPLIFT;PHYLOGEOGRAPHY;EVOLUTION;China,,
rayyan-395285189,"Iconotypes: A Compendium of Butterflies and Moths, Jones' Icones Complete",2022,7,,COMMUNITY ECOLOGY,"[""1585-8553"", ""1588-2756     J9  - COMMUNITY ECOL     JI  - Community Ecol.""]",23,2,259-259,"Plazio, E",,English,,"Jagiellonian Univ, Inst Environm Sci, Gronostajova 7, PL-30387 Krakow, Poland",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  1,10.1007/s42974-022-00086-7,,,
rayyan-395285197,Direct and plant trait-mediated effects of the local environmental context on butterfly oviposition patterns,2018,6,,OIKOS,"[""0030-1299"", ""1600-0706     J9  - OIKOS     JI  - Oikos""]",127,6,825-833,"Valdes, A and Ehrlen, J",,English,,"Stockholm Univ, Dept Ecol Environm & Plant Sci, SE-10691 Stockholm, Sweden",,Times Cited in Web of Science Core Collection:  6     Total Times Cited:  6     Cited Reference Count:  58,10.1111/oik.04909     WE  - Science Citation Index Expanded (SCI-EXPANDED),predispersal seed predation;context-dependency;environmental variation;PERENNIAL GENTIANA-PNEUMONANTHE;HOST-ANT SPECIFICITY;FLOWERING PHENOLOGY;SEED PREDATION;POLLEN LIMITATION;MACULINEA-ALCON;FLORAL TRAITS;SELECTION;POLLINATORS;POPULATION,,
rayyan-395285199,Floral diversity increases butterfly diversity in a multitrophic metacommunity,2022,8,,ECOLOGY,"[""0012-9658"", ""1939-9170     J9  - ECOLOGY     JI  - Ecology""]",103,8,,"Gordon, SCC and Kerr, JT",,English,,"Univ Ottawa, Dept Biol, Ottawa, ON, Canada",,Times Cited in Web of Science Core Collection:  1     Total Times Cited:  1     Cited Reference Count:  69,10.1002/ecy.3735,biotic interactions;connectivity;metacommunity;multitrophic;mutualism;path analysis;predation;COMMUNITY STRUCTURE;LANDSCAPE CONNECTIVITY;FORAGING DECISIONS;SPATIAL PROCESSES;PREDATION;METAPOPULATION;COMPETITION;FRAMEWORK;RICHNESS;DENSITY,,
rayyan-395285200,Seasonal environments drive convergent evolution of a faster pace-of-life in tropical butterflies,2021,1,,ECOLOGY LETTERS,"[""1461-023X"", ""1461-0248     J9  - ECOL LETT     JI  - Ecol. Lett.""]",24,1,102-112,"Halali, S and van Bergen, E and Breuker, CJ and Brakefield, PM and Brattstrom, O",,English,,"[""Univ Cambridge, Dept Zool, Cambridge CB2 3EJ, England"", ""Univ Helsinki, Fac Biol & Environm Sci, Res Ctr Ecol Change, Helsinki, Finland"", ""Univ Helsinki, Helsinki Inst Life Sci HiLIFE, Helsinki, Finland"", ""Oxford Brookes Univ, Dept Biol & Med Sci, Oxford OX3 0BP, England"", ""Univ West Scotland, Sch Hlth & Life Sci, Paisley PA1 2BE, Renfrew, Scotland""]",,Times Cited in Web of Science Core Collection:  6     Total Times Cited:  6     Cited Reference Count:  99,10.1111/ele.13626,Habitat templet;life&#8208;history;Miocene;parallel radiations;r;K strategy;savannahs;seasonality;time&#8208;constraints;trade&#8208;offs;R-SELECTION;BODY-SIZE;ADAPTIVE RADIATION;HISTORY EVOLUTION;K-SELECTION;BICYCLUS BUTTERFLIES;SATYRINE BUTTERFLIES;PARALLEL SPECIATION;HIGH-MORTALITY;CLIMATE-CHANGE;Seasons,,
rayyan-395285202,Temporal Pattern of Butterfly Distribution in India: A Case Study,2018,,,INTERNATIONAL JOURNAL OF ECOLOGY & DEVELOPMENT,"[""0972-9984"", ""0973-7308     J9  - INT J ECOL DEV     JI  - Int. J. Ecol. Dev.""]",33,4,112-128     WE  - Emerging Sources Citation Index (ESCI),"Barwa, M and Ranga, MM and Banerjee, A",,English,,"Sarguja Vishwavidyalaya, Univ Teaching Dept, Dept Environm Sci, Ambikapur 497001, CG, India",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  18,,Nymphallidae;diversity;seasonal variation;Temperature;India;PLANT BIODIVERSITY;DIVERSITY;LEPIDOPTERA;ABUNDANCE,,
rayyan-395285223,"The Catalan butterfly monitoring scheme has the capacity to detect effects of modifying agricultural practices (vol 11, e03004, 2020)",2020,10,,ECOSPHERE,2150-8925     J9  - ECOSPHERE     JI  - Ecosphere,11,10,,"Lee, MS",,"English     PU  - WILEY     PI  - HOBOKEN     PA  - 111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,,,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  1,10.1002/ecs2.3219     WE  - Science Citation Index Expanded (SCI-EXPANDED),,,
rayyan-395285229,Butterflies of the Pacific Northwest,2020,,,NORTHWEST SCIENCE,"[""0029-344X"", ""2161-9859     J9  - NORTHWEST SCI     JI  - Northwest Sci.""]",94,2,207-207,"Waters, S",,"English     PU  - NORTHWEST SCIENTIFIC ASSOC     PI  - SEATTLE     PA  - JEFFREY DUDA, USGS, WESTERN FISHERIES RES CTR, 6505 NE 65 ST, SEATTLE, WA 98115 USA",,,,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  1,10.3955/046.094.0211     WE  - Science Citation Index Expanded (SCI-EXPANDED),Northwestern United States;Butterflies,,
rayyan-395285233,Abies religiosa Seedling Limitations for Passive Restoration Practices at the Monarch Butterfly Biosphere Reserve in Mexico,2020,5,13,FRONTIERS IN ECOLOGY AND EVOLUTION,2296-701X     J9  - FRONT ECOL EVOL     JI  - Front. Ecol. Evol.,8,,,"Guzman-Aguilar, G and Carbajal-Navarro, A and Saenz-Romero, C and Herrerias-Diego, Y and Lopez-Toledo, L and Bianco-Garcia, A",,English,,"[""Univ Michoacana, Fac Biol, Morelia, Michoacan, Mexico"", ""Univ Michoacana, Inst Invest Sabre Recursos Nat, Morelia, Michoacan, Mexico""]",,Times Cited in Web of Science Core Collection:  8     Total Times Cited:  8     Cited Reference Count:  43,10.3389/fevo.2020.00115     WE  - Science Citation Index Expanded (SCI-EXPANDED),Abies religiosa;soil moisture;natural regeneration;seedlings;elevational gradient;ABANDONED PASTURES;PLANT COMMUNITY;FOREST;REGENERATION;GERMINATION;SURVIVAL;GROWTH;COFRE;Mexico,,
rayyan-395285242,Seasonal spatial dynamics of butterfly migration,2021,9,,ECOLOGY LETTERS,"[""1461-023X"", ""1461-0248     J9  - ECOL LETT     JI  - Ecol. Lett.""]",24,9,1814-1823,"Chowdhury, S and Zalucki, MP and Amano, T and Woodworth, BK and Venegas-Li, R and Fuller, RA",,English,,"[""Univ Queensland, Sch Biol Sci, St Lucia, Qld, Australia"", ""Univ Queensland, Sch Earth & Environm Sci, St Lucia, Qld, Australia""]",,Times Cited in Web of Science Core Collection:  3     Total Times Cited:  3     Cited Reference Count:  79,10.1111/ele.13787,climatic niche model;extinction risk;global distribution;migratory butterflies;seasonal movement;LONG-DISTANCE MIGRATION;SPECIES DISTRIBUTIONS;GLOBAL DISTRIBUTION;VANESSA-ATALANTA;EXTINCTION RISK;EL-NINO;POPULATION;CONSERVATION;CLIMATE;INSECTS;Seasons,,
